,Week Ending Date,County,Season,FIPS,Count
4025,2022-03-05,COLUMBIA,2021-2022,36021,0
4026,2022-03-05,STEUBEN,2021-2022,36101,5
4027,2022-03-05,TIOGA,2021-2022,36107,7
4028,2022-03-05,ORANGE,2021-2022,36071,10
4029,2022-03-05,CLINTON,2021-2022,36019,8
4030,2022-03-12,OTSEGO,2021-2022,36077,2
4031,2022-03-12,RICHMOND,2021-2022,36085,32
4032,2022-03-12,SULLIVAN,2021-2022,36105,3
4033,2022-03-12,CHENANGO,2021-2022,36017,5
4034,2022-03-12,YATES,2021-2022,36123,1
4035,2022-03-12,NASSAU,2021-2022,36059,339
4036,2022-03-12,JEFFERSON,2021-2022,36045,13
4037,2022-03-12,FRANKLIN,2021-2022,36033,8
4038,2022-03-12,GREENE,2021-2022,36039,0
4039,2022-03-12,SCHOHARIE,2021-2022,36095,5
4040,2022-03-12,CHEMUNG,2021-2022,36015,11
4041,2022-03-12,ROCKLAND,2021-2022,36087,22
4042,2022-03-12,SUFFOLK,2021-2022,36103,142
4043,2022-03-12,ALBANY,2021-2022,36001,16
4044,2022-03-12,HAMILTON,2021-2022,36041,0
4045,2022-03-12,LIVINGSTON,2021-2022,36051,6
4046,2022-03-12,BRONX,2021-2022,36005,241
4047,2022-03-12,ESSEX,2021-2022,36031,3
4048,2022-03-12,LEWIS,2021-2022,36049,12
4049,2022-03-12,SARATOGA,2021-2022,36091,27
4050,2022-03-12,ONONDAGA,2021-2022,36067,25
4051,2022-03-12,ULSTER,2021-2022,36111,6
4052,2022-03-12,TOMPKINS,2021-2022,36109,3
4053,2022-03-12,WAYNE,2021-2022,36117,18
4054,2022-03-12,CAYUGA,2021-2022,36011,3
4055,2022-03-12,GENESEE,2021-2022,36037,2
4056,2022-03-12,CATTARAUGUS,2021-2022,36009,3
4057,2022-03-12,MADISON,2021-2022,36053,7
4058,2022-03-12,HERKIMER,2021-2022,36043,2
4059,2022-03-12,STEUBEN,2021-2022,36101,9
4060,2022-03-12,WASHINGTON,2021-2022,36115,16
4061,2022-03-12,ONTARIO,2021-2022,36069,8
4062,2022-03-12,ONEIDA,2021-2022,36065,33
4063,2022-03-12,RENSSELAER,2021-2022,36083,5
4064,2022-03-12,ORANGE,2021-2022,36071,42
4065,2022-03-12,ST LAWRENCE,2021-2022,36089,19
4066,2022-03-12,SENECA,2021-2022,36099,1
4067,2022-03-12,ORLEANS,2021-2022,36073,0
4068,2022-03-12,COLUMBIA,2021-2022,36021,0
4069,2022-03-12,SCHUYLER,2021-2022,36097,1
4070,2022-03-12,MONTGOMERY,2021-2022,36057,1
4071,2022-03-12,TIOGA,2021-2022,36107,7
4072,2022-03-12,NIAGARA,2021-2022,36063,6
4073,2022-03-12,BROOME,2021-2022,36007,37
4074,2022-03-12,DUTCHESS,2021-2022,36027,10
4075,2022-03-12,WYOMING,2021-2022,36121,1
4076,2022-03-12,SCHENECTADY,2021-2022,36093,4
4077,2022-03-12,MONROE,2021-2022,36055,57
4078,2022-03-12,WARREN,2021-2022,36113,52
4079,2022-03-12,CORTLAND,2021-2022,36023,7
4080,2022-03-12,ALLEGANY,2021-2022,36003,1
4081,2022-03-12,CHAUTAUQUA,2021-2022,36013,6
4082,2022-03-12,KINGS,2021-2022,36047,188
4083,2022-03-12,OSWEGO,2021-2022,36075,6
4084,2022-03-12,QUEENS,2021-2022,36081,166
4085,2022-03-12,DELAWARE,2021-2022,36025,1
4086,2022-03-12,FULTON,2021-2022,36035,0
4087,2022-03-12,WESTCHESTER,2021-2022,36119,120
4088,2022-03-12,PUTNAM,2021-2022,36079,3
4089,2022-03-12,CLINTON,2021-2022,36019,8
4090,2022-03-12,NEW YORK,2021-2022,36061,90
4091,2022-03-12,ERIE,2021-2022,36029,10
4092,2022-03-19,QUEENS,2021-2022,36081,207
4093,2022-03-19,HERKIMER,2021-2022,36043,17
4094,2022-03-19,STEUBEN,2021-2022,36101,12
4095,2022-03-19,CHENANGO,2021-2022,36017,5
4096,2022-03-19,ONTARIO,2021-2022,36069,36
4097,2022-03-19,FULTON,2021-2022,36035,1
4098,2022-03-19,CATTARAUGUS,2021-2022,36009,3
4099,2022-03-19,DUTCHESS,2021-2022,36027,11
4100,2022-03-19,ORANGE,2021-2022,36071,64
4101,2022-03-19,SULLIVAN,2021-2022,36105,25
4102,2022-03-19,HAMILTON,2021-2022,36041,0
4103,2022-03-19,ALLEGANY,2021-2022,36003,0
4104,2022-03-19,BRONX,2021-2022,36005,165
4105,2022-03-19,SARATOGA,2021-2022,36091,75
4106,2022-03-19,SUFFOLK,2021-2022,36103,338
4107,2022-03-19,ALBANY,2021-2022,36001,7
4108,2022-03-19,ESSEX,2021-2022,36031,5
4109,2022-03-19,BROOME,2021-2022,36007,52
4110,2022-03-19,WAYNE,2021-2022,36117,36
4111,2022-03-19,SCHENECTADY,2021-2022,36093,12
4112,2022-03-19,CORTLAND,2021-2022,36023,12
4113,2022-03-19,ULSTER,2021-2022,36111,19
4114,2022-03-19,WYOMING,2021-2022,36121,0
4115,2022-03-19,SCHUYLER,2021-2022,36097,1
4116,2022-03-19,OTSEGO,2021-2022,36077,2
4117,2022-03-19,CAYUGA,2021-2022,36011,6
4118,2022-03-19,TOMPKINS,2021-2022,36109,7
4119,2022-03-19,KINGS,2021-2022,36047,272
4120,2022-03-19,WASHINGTON,2021-2022,36115,21
4121,2022-03-19,FRANKLIN,2021-2022,36033,9
4122,2022-03-19,COLUMBIA,2021-2022,36021,2
4123,2022-03-19,NASSAU,2021-2022,36059,484
4124,2022-03-19,MONROE,2021-2022,36055,187
4125,2022-03-19,SCHOHARIE,2021-2022,36095,2
4126,2022-03-19,CHAUTAUQUA,2021-2022,36013,9
4127,2022-03-19,ERIE,2021-2022,36029,34
4128,2022-03-19,CHEMUNG,2021-2022,36015,28
4129,2022-03-19,ROCKLAND,2021-2022,36087,37
4130,2022-03-19,JEFFERSON,2021-2022,36045,19
4131,2022-03-19,YATES,2021-2022,36123,1
4132,2022-03-19,NEW YORK,2021-2022,36061,94
4133,2022-03-19,DELAWARE,2021-2022,36025,1
4134,2022-03-19,WESTCHESTER,2021-2022,36119,173
4135,2022-03-19,ORLEANS,2021-2022,36073,0
4136,2022-03-19,ONEIDA,2021-2022,36065,57
4137,2022-03-19,RENSSELAER,2021-2022,36083,4
4138,2022-03-19,TIOGA,2021-2022,36107,21
4139,2022-03-19,CLINTON,2021-2022,36019,7
4140,2022-03-19,MADISON,2021-2022,36053,11
4141,2022-03-19,PUTNAM,2021-2022,36079,4
4142,2022-03-19,GREENE,2021-2022,36039,0
4143,2022-03-19,OSWEGO,2021-2022,36075,3
4144,2022-03-19,MONTGOMERY,2021-2022,36057,5
4145,2022-03-19,SENECA,2021-2022,36099,10
4146,2022-03-19,LIVINGSTON,2021-2022,36051,4
4147,2022-03-19,ST LAWRENCE,2021-2022,36089,36
4148,2022-03-19,WARREN,2021-2022,36113,57
4149,2022-03-19,NIAGARA,2021-2022,36063,7
4150,2022-03-19,ONONDAGA,2021-2022,36067,40
4151,2022-03-19,GENESEE,2021-2022,36037,1
4152,2022-03-19,LEWIS,2021-2022,36049,11
4153,2022-03-19,RICHMOND,2021-2022,36085,33
4154,2022-03-26,OSWEGO,2021-2022,36075,12
4155,2022-03-26,ERIE,2021-2022,36029,42
4156,2022-03-26,LEWIS,2021-2022,36049,5
4157,2022-03-26,SENECA,2021-2022,36099,5
4158,2022-03-26,CLINTON,2021-2022,36019,11
4159,2022-03-26,YATES,2021-2022,36123,11
4160,2022-03-26,MONTGOMERY,2021-2022,36057,1
4161,2022-03-26,ALLEGANY,2021-2022,36003,3
4162,2022-03-26,GENESEE,2021-2022,36037,6
4163,2022-03-26,ESSEX,2021-2022,36031,17
4164,2022-03-26,TOMPKINS,2021-2022,36109,7
4165,2022-03-26,SUFFOLK,2021-2022,36103,530
4166,2022-03-26,SARATOGA,2021-2022,36091,93
4167,2022-03-26,CAYUGA,2021-2022,36011,7
4168,2022-03-26,LIVINGSTON,2021-2022,36051,8
4169,2022-03-26,ONONDAGA,2021-2022,36067,76
4170,2022-03-26,GREENE,2021-2022,36039,0
4171,2022-03-26,STEUBEN,2021-2022,36101,36
4172,2022-03-26,ALBANY,2021-2022,36001,20
4173,2022-03-26,CHAUTAUQUA,2021-2022,36013,9
4174,2022-03-26,COLUMBIA,2021-2022,36021,4
4175,2022-03-26,ONTARIO,2021-2022,36069,77
4176,2022-03-26,PUTNAM,2021-2022,36079,11
4177,2022-03-26,NEW YORK,2021-2022,36061,120
4178,2022-03-26,HAMILTON,2021-2022,36041,0
4179,2022-03-26,QUEENS,2021-2022,36081,254
4180,2022-03-26,BRONX,2021-2022,36005,210
4181,2022-03-26,TIOGA,2021-2022,36107,11
4182,2022-03-26,DELAWARE,2021-2022,36025,3
4183,2022-03-26,ROCKLAND,2021-2022,36087,46
4184,2022-03-26,WYOMING,2021-2022,36121,4
4185,2022-03-26,CHENANGO,2021-2022,36017,10
4186,2022-03-26,RICHMOND,2021-2022,36085,51
4187,2022-03-26,HERKIMER,2021-2022,36043,20
4188,2022-03-26,SCHENECTADY,2021-2022,36093,11
4189,2022-03-26,ONEIDA,2021-2022,36065,128
4190,2022-03-26,SCHOHARIE,2021-2022,36095,3
4191,2022-03-26,NIAGARA,2021-2022,36063,4
4192,2022-03-26,SCHUYLER,2021-2022,36097,3
4193,2022-03-26,WAYNE,2021-2022,36117,36
4194,2022-03-26,ULSTER,2021-2022,36111,23
4195,2022-03-26,OTSEGO,2021-2022,36077,9
4196,2022-03-26,CATTARAUGUS,2021-2022,36009,5
4197,2022-03-26,RENSSELAER,2021-2022,36083,4
4198,2022-03-26,ST LAWRENCE,2021-2022,36089,39
4199,2022-03-26,JEFFERSON,2021-2022,36045,24
4200,2022-03-26,FRANKLIN,2021-2022,36033,12
4201,2022-03-26,NASSAU,2021-2022,36059,584
4202,2022-03-26,CHEMUNG,2021-2022,36015,68
4203,2022-03-26,WESTCHESTER,2021-2022,36119,276
4204,2022-03-26,ORLEANS,2021-2022,36073,1
4205,2022-03-26,MONROE,2021-2022,36055,352
4206,2022-03-26,KINGS,2021-2022,36047,243
4207,2022-03-26,DUTCHESS,2021-2022,36027,14
4208,2022-03-26,BROOME,2021-2022,36007,59
4209,2022-03-26,WASHINGTON,2021-2022,36115,44
4210,2022-03-26,WARREN,2021-2022,36113,80
4211,2022-03-26,FULTON,2021-2022,36035,0
4212,2022-03-26,MADISON,2021-2022,36053,24
4213,2022-03-26,CORTLAND,2021-2022,36023,17
4214,2022-03-26,ORANGE,2021-2022,36071,76
4215,2022-03-26,SULLIVAN,2021-2022,36105,32
4216,2022-04-02,OTSEGO,2021-2022,36077,13
4217,2022-04-02,NASSAU,2021-2022,36059,802
4218,2022-04-02,SARATOGA,2021-2022,36091,127
4219,2022-04-02,NEW YORK,2021-2022,36061,160
4220,2022-04-02,WESTCHESTER,2021-2022,36119,303
4221,2022-04-02,DELAWARE,2021-2022,36025,7
4222,2022-04-02,OSWEGO,2021-2022,36075,7
4223,2022-04-02,DUTCHESS,2021-2022,36027,58
4224,2022-04-02,SULLIVAN,2021-2022,36105,37
4225,2022-04-02,CHAUTAUQUA,2021-2022,36013,12
4226,2022-04-02,BROOME,2021-2022,36007,77
4227,2022-04-02,ONEIDA,2021-2022,36065,107
4228,2022-04-02,ERIE,2021-2022,36029,59
4229,2022-04-02,ORLEANS,2021-2022,36073,2
4230,2022-04-02,CHEMUNG,2021-2022,36015,82
4231,2022-04-02,BRONX,2021-2022,36005,290
4232,2022-04-02,MONROE,2021-2022,36055,467
4233,2022-04-02,QUEENS,2021-2022,36081,351
4234,2022-04-02,KINGS,2021-2022,36047,334
4235,2022-04-02,WARREN,2021-2022,36113,128
4236,2022-04-02,FULTON,2021-2022,36035,3
4237,2022-04-02,HAMILTON,2021-2022,36041,1
4238,2022-04-02,CORTLAND,2021-2022,36023,7
4239,2022-04-02,SCHUYLER,2021-2022,36097,11
4240,2022-04-02,SCHOHARIE,2021-2022,36095,4
4241,2022-04-02,ONTARIO,2021-2022,36069,144
4242,2022-04-02,ORANGE,2021-2022,36071,134
4243,2022-04-02,MADISON,2021-2022,36053,25
4244,2022-04-02,GENESEE,2021-2022,36037,6
4245,2022-04-02,COLUMBIA,2021-2022,36021,3
4246,2022-04-02,STEUBEN,2021-2022,36101,48
4247,2022-04-02,WAYNE,2021-2022,36117,29
4248,2022-04-02,GREENE,2021-2022,36039,1
4249,2022-04-02,NIAGARA,2021-2022,36063,10
4250,2022-04-02,LEWIS,2021-2022,36049,7
4251,2022-04-02,LIVINGSTON,2021-2022,36051,31
4252,2022-04-02,PUTNAM,2021-2022,36079,72
4253,2022-04-02,CAYUGA,2021-2022,36011,8
4254,2022-04-02,RICHMOND,2021-2022,36085,114
4255,2022-04-02,TOMPKINS,2021-2022,36109,16
4256,2022-04-02,TIOGA,2021-2022,36107,25
4257,2022-04-02,ROCKLAND,2021-2022,36087,56
4258,2022-04-02,SUFFOLK,2021-2022,36103,820
4259,2022-04-02,ULSTER,2021-2022,36111,26
4260,2022-04-02,YATES,2021-2022,36123,10
4261,2022-04-02,WASHINGTON,2021-2022,36115,54
4262,2022-04-02,ALLEGANY,2021-2022,36003,7
4263,2022-04-02,CATTARAUGUS,2021-2022,36009,6
4264,2022-04-02,ALBANY,2021-2022,36001,16
4265,2022-04-02,SENECA,2021-2022,36099,6
4266,2022-04-02,JEFFERSON,2021-2022,36045,27
4267,2022-04-02,MONTGOMERY,2021-2022,36057,6
4268,2022-04-02,ONONDAGA,2021-2022,36067,104
4269,2022-04-02,RENSSELAER,2021-2022,36083,16
4270,2022-04-02,ESSEX,2021-2022,36031,35
4271,2022-04-02,ST LAWRENCE,2021-2022,36089,115
4272,2022-04-02,CLINTON,2021-2022,36019,16
4273,2022-04-02,HERKIMER,2021-2022,36043,20
4274,2022-04-02,CHENANGO,2021-2022,36017,10
4275,2022-04-02,FRANKLIN,2021-2022,36033,16
4276,2022-04-02,WYOMING,2021-2022,36121,0
4277,2022-04-02,SCHENECTADY,2021-2022,36093,10
4278,2022-04-09,CAYUGA,2021-2022,36011,13
4279,2022-04-09,CLINTON,2021-2022,36019,20
4280,2022-04-09,WASHINGTON,2021-2022,36115,62
4281,2022-04-09,OTSEGO,2021-2022,36077,13
4282,2022-04-09,GREENE,2021-2022,36039,3
4283,2022-04-09,COLUMBIA,2021-2022,36021,7
4284,2022-04-09,JEFFERSON,2021-2022,36045,45
4285,2022-04-09,ROCKLAND,2021-2022,36087,102
4286,2022-04-09,CHAUTAUQUA,2021-2022,36013,13
4287,2022-04-09,NEW YORK,2021-2022,36061,290
4288,2022-04-09,WYOMING,2021-2022,36121,7
4289,2022-04-09,ALBANY,2021-2022,36001,53
4290,2022-04-09,TIOGA,2021-2022,36107,33
4291,2022-04-09,CHENANGO,2021-2022,36017,17
4292,2022-04-09,SUFFOLK,2021-2022,36103,1393
4293,2022-04-09,HAMILTON,2021-2022,36041,3
4294,2022-04-09,SCHENECTADY,2021-2022,36093,46
4295,2022-04-09,SCHOHARIE,2021-2022,36095,3
4296,2022-04-09,HERKIMER,2021-2022,36043,48
4297,2022-04-09,BRONX,2021-2022,36005,593
4298,2022-04-09,SARATOGA,2021-2022,36091,173
4299,2022-04-09,ONTARIO,2021-2022,36069,209
4300,2022-04-09,DELAWARE,2021-2022,36025,6
4301,2022-04-09,RICHMOND,2021-2022,36085,174
4302,2022-04-09,TOMPKINS,2021-2022,36109,47
4303,2022-04-09,MONROE,2021-2022,36055,617
4304,2022-04-09,LIVINGSTON,2021-2022,36051,64
4305,2022-04-09,WESTCHESTER,2021-2022,36119,808
4306,2022-04-09,ORLEANS,2021-2022,36073,4
4307,2022-04-09,YATES,2021-2022,36123,16
4308,2022-04-09,FRANKLIN,2021-2022,36033,44
4309,2022-04-09,SCHUYLER,2021-2022,36097,8
4310,2022-04-09,ST LAWRENCE,2021-2022,36089,115
4311,2022-04-09,RENSSELAER,2021-2022,36083,32
4312,2022-04-09,KINGS,2021-2022,36047,466
4313,2022-04-09,STEUBEN,2021-2022,36101,65
4314,2022-04-09,ULSTER,2021-2022,36111,42
4315,2022-04-09,ESSEX,2021-2022,36031,75
4316,2022-04-09,WARREN,2021-2022,36113,113
4317,2022-04-09,OSWEGO,2021-2022,36075,50
4318,2022-04-09,SENECA,2021-2022,36099,1
4319,2022-04-09,MONTGOMERY,2021-2022,36057,11
4320,2022-04-09,ALLEGANY,2021-2022,36003,6
4321,2022-04-09,LEWIS,2021-2022,36049,14
4322,2022-04-09,ERIE,2021-2022,36029,100
4323,2022-04-09,CATTARAUGUS,2021-2022,36009,1
4324,2022-04-09,DUTCHESS,2021-2022,36027,120
4325,2022-04-09,CHEMUNG,2021-2022,36015,88
4326,2022-04-09,ONONDAGA,2021-2022,36067,182
4327,2022-04-09,FULTON,2021-2022,36035,7
4328,2022-04-09,MADISON,2021-2022,36053,20
4329,2022-04-09,WAYNE,2021-2022,36117,53
4330,2022-04-09,NASSAU,2021-2022,36059,1165
4331,2022-04-09,SULLIVAN,2021-2022,36105,45
4332,2022-04-09,ONEIDA,2021-2022,36065,162
4333,2022-04-09,QUEENS,2021-2022,36081,592
4334,2022-04-09,NIAGARA,2021-2022,36063,9
4335,2022-04-09,PUTNAM,2021-2022,36079,172
4336,2022-04-09,BROOME,2021-2022,36007,106
4337,2022-04-09,CORTLAND,2021-2022,36023,21
4338,2022-04-09,ORANGE,2021-2022,36071,206
4339,2022-04-09,GENESEE,2021-2022,36037,4
4340,2022-04-16,CLINTON,2021-2022,36019,19
4341,2022-04-16,ALBANY,2021-2022,36001,92
4342,2022-04-16,CAYUGA,2021-2022,36011,17
4343,2022-04-16,COLUMBIA,2021-2022,36021,5
4344,2022-04-16,CORTLAND,2021-2022,36023,16
4345,2022-04-16,STEUBEN,2021-2022,36101,51
4346,2022-04-16,SCHOHARIE,2021-2022,36095,7
4347,2022-04-16,YATES,2021-2022,36123,11
4348,2022-04-16,CHAUTAUQUA,2021-2022,36013,12
4349,2022-04-16,BROOME,2021-2022,36007,100
4350,2022-04-16,WESTCHESTER,2021-2022,36119,655
4351,2022-04-16,WYOMING,2021-2022,36121,2
4352,2022-04-16,CHENANGO,2021-2022,36017,12
4353,2022-04-16,SULLIVAN,2021-2022,36105,32
4354,2022-04-16,CHEMUNG,2021-2022,36015,72
4355,2022-04-16,CATTARAUGUS,2021-2022,36009,6
4356,2022-04-16,SCHENECTADY,2021-2022,36093,69
4357,2022-04-16,OTSEGO,2021-2022,36077,14
4358,2022-04-16,NEW YORK,2021-2022,36061,307
4359,2022-04-16,ESSEX,2021-2022,36031,62
4360,2022-04-16,LEWIS,2021-2022,36049,18
4361,2022-04-16,ORLEANS,2021-2022,36073,7
4362,2022-04-16,FRANKLIN,2021-2022,36033,27
4363,2022-04-16,ORANGE,2021-2022,36071,159
4364,2022-04-16,PUTNAM,2021-2022,36079,114
4365,2022-04-16,ST LAWRENCE,2021-2022,36089,48
4366,2022-04-16,HERKIMER,2021-2022,36043,46
4367,2022-04-16,FULTON,2021-2022,36035,9
4368,2022-04-16,NASSAU,2021-2022,36059,1208
4369,2022-04-16,MONROE,2021-2022,36055,683
4370,2022-04-16,ONTARIO,2021-2022,36069,172
4371,2022-04-16,GENESEE,2021-2022,36037,5
4372,2022-04-16,KINGS,2021-2022,36047,458
4373,2022-04-16,SUFFOLK,2021-2022,36103,1918
4374,2022-04-16,TIOGA,2021-2022,36107,31
4375,2022-04-16,WAYNE,2021-2022,36117,71
4376,2022-04-16,JEFFERSON,2021-2022,36045,63
4377,2022-04-16,HAMILTON,2021-2022,36041,1
4378,2022-04-16,BRONX,2021-2022,36005,625
4379,2022-04-16,ALLEGANY,2021-2022,36003,6
4380,2022-04-16,WARREN,2021-2022,36113,111
4381,2022-04-16,QUEENS,2021-2022,36081,630
4382,2022-04-16,MADISON,2021-2022,36053,30
4383,2022-04-16,NIAGARA,2021-2022,36063,19
4384,2022-04-16,GREENE,2021-2022,36039,3
4385,2022-04-16,RENSSELAER,2021-2022,36083,33
4386,2022-04-16,TOMPKINS,2021-2022,36109,32
4387,2022-04-16,ONEIDA,2021-2022,36065,139
4388,2022-04-16,ONONDAGA,2021-2022,36067,187
4389,2022-04-16,SCHUYLER,2021-2022,36097,0
4390,2022-04-16,MONTGOMERY,2021-2022,36057,9
4391,2022-04-16,ERIE,2021-2022,36029,108
4392,2022-04-16,ROCKLAND,2021-2022,36087,148
4393,2022-04-16,SARATOGA,2021-2022,36091,143
4394,2022-04-16,DELAWARE,2021-2022,36025,6
4395,2022-04-16,SENECA,2021-2022,36099,17
4396,2022-04-16,WASHINGTON,2021-2022,36115,84
4397,2022-04-16,RICHMOND,2021-2022,36085,251
4398,2022-04-16,LIVINGSTON,2021-2022,36051,38
4399,2022-04-16,DUTCHESS,2021-2022,36027,77
4400,2022-04-16,OSWEGO,2021-2022,36075,76
4401,2022-04-16,ULSTER,2021-2022,36111,29
4402,2022-04-23,WASHINGTON,2021-2022,36115,82
4403,2022-04-23,ONONDAGA,2021-2022,36067,146
4404,2022-04-23,WAYNE,2021-2022,36117,60
4405,2022-04-23,SARATOGA,2021-2022,36091,103
4406,2022-04-23,WYOMING,2021-2022,36121,6
4407,2022-04-23,LIVINGSTON,2021-2022,36051,23
4408,2022-04-23,KINGS,2021-2022,36047,373
4409,2022-04-23,SCHENECTADY,2021-2022,36093,59
4410,2022-04-23,GENESEE,2021-2022,36037,19
4411,2022-04-23,DUTCHESS,2021-2022,36027,90
4412,2022-04-23,SCHOHARIE,2021-2022,36095,1
4413,2022-04-23,ROCKLAND,2021-2022,36087,74
4414,2022-04-23,MONROE,2021-2022,36055,470
4415,2022-04-23,ONTARIO,2021-2022,36069,95
4416,2022-04-23,SUFFOLK,2021-2022,36103,1252
4417,2022-04-23,SCHUYLER,2021-2022,36097,1
4418,2022-04-23,SENECA,2021-2022,36099,9
4419,2022-04-23,CORTLAND,2021-2022,36023,25
4420,2022-04-23,JEFFERSON,2021-2022,36045,52
4421,2022-04-23,HAMILTON,2021-2022,36041,4
4422,2022-04-23,DELAWARE,2021-2022,36025,5
4423,2022-04-23,BRONX,2021-2022,36005,515
4424,2022-04-23,ALLEGANY,2021-2022,36003,5
4425,2022-04-23,CHENANGO,2021-2022,36017,16
4426,2022-04-23,NEW YORK,2021-2022,36061,264
4427,2022-04-23,WARREN,2021-2022,36113,68
4428,2022-04-23,OTSEGO,2021-2022,36077,12
4429,2022-04-23,COLUMBIA,2021-2022,36021,7
4430,2022-04-23,MONTGOMERY,2021-2022,36057,12
4431,2022-04-23,CHAUTAUQUA,2021-2022,36013,16
4432,2022-04-23,QUEENS,2021-2022,36081,485
4433,2022-04-23,NIAGARA,2021-2022,36063,17
4434,2022-04-23,CLINTON,2021-2022,36019,26
4435,2022-04-23,GREENE,2021-2022,36039,2
4436,2022-04-23,YATES,2021-2022,36123,3
4437,2022-04-23,RENSSELAER,2021-2022,36083,42
4438,2022-04-23,TOMPKINS,2021-2022,36109,16
4439,2022-04-23,ONEIDA,2021-2022,36065,103
4440,2022-04-23,CHEMUNG,2021-2022,36015,48
4441,2022-04-23,BROOME,2021-2022,36007,55
4442,2022-04-23,TIOGA,2021-2022,36107,13
4443,2022-04-23,ST LAWRENCE,2021-2022,36089,52
4444,2022-04-23,WESTCHESTER,2021-2022,36119,501
4445,2022-04-23,ORANGE,2021-2022,36071,119
4446,2022-04-23,NASSAU,2021-2022,36059,694
4447,2022-04-23,MADISON,2021-2022,36053,18
4448,2022-04-23,RICHMOND,2021-2022,36085,195
4449,2022-04-23,PUTNAM,2021-2022,36079,69
4450,2022-04-23,ESSEX,2021-2022,36031,22
4451,2022-04-23,ULSTER,2021-2022,36111,20
4452,2022-04-23,OSWEGO,2021-2022,36075,46
4453,2022-04-23,STEUBEN,2021-2022,36101,32
4454,2022-04-23,HERKIMER,2021-2022,36043,42
4455,2022-04-23,CAYUGA,2021-2022,36011,11
4456,2022-04-23,FRANKLIN,2021-2022,36033,9
4457,2022-04-23,SULLIVAN,2021-2022,36105,30
4458,2022-04-23,CATTARAUGUS,2021-2022,36009,6
4459,2022-04-23,FULTON,2021-2022,36035,9
4460,2022-04-23,ORLEANS,2021-2022,36073,16
4461,2022-04-23,ERIE,2021-2022,36029,66
4462,2022-04-23,ALBANY,2021-2022,36001,54
4463,2022-04-23,LEWIS,2021-2022,36049,12
4464,2022-04-30,CHAUTAUQUA,2021-2022,36013,16
4465,2022-04-30,ESSEX,2021-2022,36031,30
4466,2022-04-30,SCHENECTADY,2021-2022,36093,38
4467,2022-04-30,LEWIS,2021-2022,36049,10
4468,2022-04-30,CLINTON,2021-2022,36019,19
4469,2022-04-30,QUEENS,2021-2022,36081,541
4470,2022-04-30,WASHINGTON,2021-2022,36115,49
4471,2022-04-30,OTSEGO,2021-2022,36077,21
4472,2022-04-30,NIAGARA,2021-2022,36063,20
4473,2022-04-30,MONTGOMERY,2021-2022,36057,40
4474,2022-04-30,STEUBEN,2021-2022,36101,27
4475,2022-04-30,YATES,2021-2022,36123,23
4476,2022-04-30,WARREN,2021-2022,36113,53
4477,2022-04-30,NEW YORK,2021-2022,36061,300
4478,2022-04-30,NASSAU,2021-2022,36059,698
4479,2022-04-30,LIVINGSTON,2021-2022,36051,25
4480,2022-04-30,BRONX,2021-2022,36005,496
4481,2022-04-30,ERIE,2021-2022,36029,87
4482,2022-04-30,DELAWARE,2021-2022,36025,16
4483,2022-04-30,ALLEGANY,2021-2022,36003,2
4484,2022-04-30,ULSTER,2021-2022,36111,62
4485,2022-04-30,HAMILTON,2021-2022,36041,2
4486,2022-04-30,JEFFERSON,2021-2022,36045,85
4487,2022-04-30,CATTARAUGUS,2021-2022,36009,6
4488,2022-04-30,COLUMBIA,2021-2022,36021,4
4489,2022-04-30,CHENANGO,2021-2022,36017,8
4490,2022-04-30,CHEMUNG,2021-2022,36015,51
4491,2022-04-30,RICHMOND,2021-2022,36085,159
4492,2022-04-30,PUTNAM,2021-2022,36079,135
4493,2022-04-30,ALBANY,2021-2022,36001,56
4494,2022-04-30,GENESEE,2021-2022,36037,14
4495,2022-04-30,CAYUGA,2021-2022,36011,17
4496,2022-04-30,BROOME,2021-2022,36007,52
4497,2022-04-30,KINGS,2021-2022,36047,422
4498,2022-04-30,WYOMING,2021-2022,36121,6
4499,2022-04-30,OSWEGO,2021-2022,36075,51
4500,2022-04-30,FULTON,2021-2022,36035,23
4501,2022-04-30,RENSSELAER,2021-2022,36083,30
4502,2022-04-30,ONTARIO,2021-2022,36069,54
4503,2022-04-30,DUTCHESS,2021-2022,36027,123
4504,2022-04-30,SULLIVAN,2021-2022,36105,39
4505,2022-04-30,CORTLAND,2021-2022,36023,33
4506,2022-04-30,SCHOHARIE,2021-2022,36095,9
4507,2022-04-30,GREENE,2021-2022,36039,3
4508,2022-04-30,MONROE,2021-2022,36055,359
4509,2022-04-30,ONONDAGA,2021-2022,36067,207
4510,2022-04-30,ORLEANS,2021-2022,36073,7
4511,2022-04-30,WESTCHESTER,2021-2022,36119,866
4512,2022-04-30,TOMPKINS,2021-2022,36109,26
4513,2022-04-30,TIOGA,2021-2022,36107,7
4514,2022-04-30,HERKIMER,2021-2022,36043,18
4515,2022-04-30,SENECA,2021-2022,36099,12
4516,2022-04-30,ROCKLAND,2021-2022,36087,61
4517,2022-04-30,ONEIDA,2021-2022,36065,104
4518,2022-04-30,ST LAWRENCE,2021-2022,36089,45
4519,2022-04-30,SUFFOLK,2021-2022,36103,997
4520,2022-04-30,ORANGE,2021-2022,36071,242
4521,2022-04-30,FRANKLIN,2021-2022,36033,3
4522,2022-04-30,WAYNE,2021-2022,36117,66
4523,2022-04-30,SARATOGA,2021-2022,36091,85
