Week Ending Date,County,Season,FIPS,Count
2021-12-04,ORANGE,2021-2022,36071,141
2021-12-04,ONTARIO,2021-2022,36069,20
2021-12-04,GENESEE,2021-2022,36037,5
2021-12-04,DUTCHESS,2021-2022,36027,68
2021-12-04,GREENE,2021-2022,36039,1
2021-12-04,RICHMOND,2021-2022,36085,45
2021-12-04,WYOMING,2021-2022,36121,1
2021-12-04,LEWIS,2021-2022,36049,0
2021-12-04,SUFFOLK,2021-2022,36103,410
2021-12-04,QUEENS,2021-2022,36081,140
2021-12-04,LIVINGSTON,2021-2022,36051,2
2021-12-04,CHENANGO,2021-2022,36017,15
2021-12-04,TOMPKINS,2021-2022,36109,41
2021-12-04,NEW YORK,2021-2022,36061,123
2021-12-04,WARREN,2021-2022,36113,5
2021-12-11,CHAUTAUQUA,2021-2022,36013,14
2021-12-11,CHENANGO,2021-2022,36017,4
2021-12-11,SUFFOLK,2021-2022,36103,573
2021-12-11,WASHINGTON,2021-2022,36115,3
2021-12-11,ORANGE,2021-2022,36071,281
2021-12-11,GREENE,2021-2022,36039,1
2021-12-11,WAYNE,2021-2022,36117,12
2021-12-11,OSWEGO,2021-2022,36075,5
2021-12-11,MONTGOMERY,2021-2022,36057,4
2021-12-11,ESSEX,2021-2022,36031,14
2021-12-11,ROCKLAND,2021-2022,36087,184
2021-12-11,HAMILTON,2021-2022,36041,1
2021-12-11,CAYUGA,2021-2022,36011,4
2021-12-11,NIAGARA,2021-2022,36063,29
2021-12-11,RICHMOND,2021-2022,36085,123
2021-12-11,TIOGA,2021-2022,36107,14
2021-12-11,WARREN,2021-2022,36113,6
2021-12-11,BROOME,2021-2022,36007,72
2021-12-11,FULTON,2021-2022,36035,2
2021-12-11,TOMPKINS,2021-2022,36109,25
2021-12-11,MONROE,2021-2022,36055,115
2021-12-11,ONTARIO,2021-2022,36069,35
2021-12-11,HERKIMER,2021-2022,36043,7
2021-12-11,PUTNAM,2021-2022,36079,81
2021-12-11,GENESEE,2021-2022,36037,8
2021-12-11,ORLEANS,2021-2022,36073,4
2021-12-11,COLUMBIA,2021-2022,36021,9
2021-12-11,ALBANY,2021-2022,36001,50
2021-12-11,CORTLAND,2021-2022,36023,12
2021-12-11,SCHENECTADY,2021-2022,36093,9
2021-12-11,ONEIDA,2021-2022,36065,52
2021-12-11,FRANKLIN,2021-2022,36033,2
2021-12-11,MADISON,2021-2022,36053,83
2021-12-11,LIVINGSTON,2021-2022,36051,25
2021-12-11,JEFFERSON,2021-2022,36045,30
2021-12-11,ALLEGANY,2021-2022,36003,17
2021-12-11,NEW YORK,2021-2022,36061,178
2021-12-11,SCHUYLER,2021-2022,36097,2
2021-12-11,SCHOHARIE,2021-2022,36095,4
2021-12-11,DELAWARE,2021-2022,36025,19
2021-12-11,ONONDAGA,2021-2022,36067,165
2021-12-11,RENSSELAER,2021-2022,36083,21
2021-12-11,CLINTON,2021-2022,36019,15
2021-12-11,NASSAU,2021-2022,36059,623
2021-12-11,WESTCHESTER,2021-2022,36119,444
2021-12-11,SARATOGA,2021-2022,36091,21
2021-12-11,LEWIS,2021-2022,36049,4
2021-12-11,SENECA,2021-2022,36099,4
2021-12-11,BRONX,2021-2022,36005,171
2021-12-11,KINGS,2021-2022,36047,562
2021-12-11,ST LAWRENCE,2021-2022,36089,15
2021-12-11,QUEENS,2021-2022,36081,297
2021-12-11,OTSEGO,2021-2022,36077,37
2021-12-11,DUTCHESS,2021-2022,36027,113
2021-12-11,CATTARAUGUS,2021-2022,36009,20
2021-12-11,ULSTER,2021-2022,36111,25
2021-12-11,YATES,2021-2022,36123,1
2021-12-11,SULLIVAN,2021-2022,36105,13
2021-12-11,CHEMUNG,2021-2022,36015,6
2021-12-11,ERIE,2021-2022,36029,92
2021-12-11,STEUBEN,2021-2022,36101,7
2021-12-11,WYOMING,2021-2022,36121,1
2021-12-18,WESTCHESTER,2021-2022,36119,687
2021-12-18,ST LAWRENCE,2021-2022,36089,121
2021-12-18,NASSAU,2021-2022,36059,986
2021-12-18,BRONX,2021-2022,36005,321
2021-12-18,MONROE,2021-2022,36055,220
2021-12-18,LIVINGSTON,2021-2022,36051,70
2021-12-18,PUTNAM,2021-2022,36079,89
2021-12-18,FULTON,2021-2022,36035,3
2021-12-18,YATES,2021-2022,36123,8
2021-12-18,RICHMOND,2021-2022,36085,207
2021-12-18,SARATOGA,2021-2022,36091,38
2021-12-18,QUEENS,2021-2022,36081,533
2021-12-18,CATTARAUGUS,2021-2022,36009,15
2021-12-18,TOMPKINS,2021-2022,36109,17
2021-12-18,DUTCHESS,2021-2022,36027,150
2021-12-18,COLUMBIA,2021-2022,36021,11
2021-12-18,SCHOHARIE,2021-2022,36095,10
2021-12-18,WARREN,2021-2022,36113,25
2021-12-18,NIAGARA,2021-2022,36063,31
2021-12-18,SENECA,2021-2022,36099,9
2021-12-18,CORTLAND,2021-2022,36023,20
2021-12-18,CAYUGA,2021-2022,36011,9
2021-12-18,STEUBEN,2021-2022,36101,15
2021-12-18,SULLIVAN,2021-2022,36105,30
2021-12-18,JEFFERSON,2021-2022,36045,35
2021-12-18,CLINTON,2021-2022,36019,35
2021-12-18,MADISON,2021-2022,36053,99
2021-12-18,SCHUYLER,2021-2022,36097,3
2021-12-18,RENSSELAER,2021-2022,36083,20
2021-12-18,WAYNE,2021-2022,36117,12
2021-12-18,ORLEANS,2021-2022,36073,3
2021-12-18,OSWEGO,2021-2022,36075,14
2021-12-18,GENESEE,2021-2022,36037,14
2021-12-18,BROOME,2021-2022,36007,78
2021-12-18,WASHINGTON,2021-2022,36115,12
2021-12-18,TIOGA,2021-2022,36107,23
2021-12-18,NEW YORK,2021-2022,36061,244
2021-12-18,CHENANGO,2021-2022,36017,3
2021-12-18,ONONDAGA,2021-2022,36067,169
2021-12-18,CHAUTAUQUA,2021-2022,36013,10
2021-12-18,ROCKLAND,2021-2022,36087,972
2021-12-18,WYOMING,2021-2022,36121,2
2021-12-18,ESSEX,2021-2022,36031,24
2021-12-18,CHEMUNG,2021-2022,36015,13
2021-12-18,MONTGOMERY,2021-2022,36057,9
2021-12-18,ULSTER,2021-2022,36111,47
2021-12-18,ALLEGANY,2021-2022,36003,62
2021-12-18,GREENE,2021-2022,36039,4
2021-12-18,DELAWARE,2021-2022,36025,21
2021-12-18,ONTARIO,2021-2022,36069,52
2021-12-18,HAMILTON,2021-2022,36041,2
2021-12-18,HERKIMER,2021-2022,36043,33
2021-12-18,OTSEGO,2021-2022,36077,37
2021-12-18,FRANKLIN,2021-2022,36033,8
2021-12-18,ORANGE,2021-2022,36071,476
2021-12-18,SUFFOLK,2021-2022,36103,914
2021-12-18,LEWIS,2021-2022,36049,6
2021-12-18,ONEIDA,2021-2022,36065,104
2021-12-18,KINGS,2021-2022,36047,1664
2021-12-18,SCHENECTADY,2021-2022,36093,10
2021-12-18,ALBANY,2021-2022,36001,42
2021-12-18,ERIE,2021-2022,36029,125
2021-12-25,OTSEGO,2021-2022,36077,8
2021-12-25,LIVINGSTON,2021-2022,36051,33
2021-12-25,NIAGARA,2021-2022,36063,0
2021-12-25,WAYNE,2021-2022,36117,20
2021-12-25,ONTARIO,2021-2022,36069,36
2021-12-25,ST LAWRENCE,2021-2022,36089,51
2021-12-25,BRONX,2021-2022,36005,274
2021-12-25,NEW YORK,2021-2022,36061,190
2021-12-25,CORTLAND,2021-2022,36023,5
2021-12-25,LEWIS,2021-2022,36049,11
2021-12-25,GREENE,2021-2022,36039,5
2021-12-25,TIOGA,2021-2022,36107,5
2021-12-25,QUEENS,2021-2022,36081,611
2021-12-25,COLUMBIA,2021-2022,36021,3
2021-12-25,HAMILTON,2021-2022,36041,1
2021-12-25,SENECA,2021-2022,36099,8
2021-12-25,ORANGE,2021-2022,36071,436
2021-12-25,MADISON,2021-2022,36053,35
2021-12-25,WESTCHESTER,2021-2022,36119,334
2021-12-25,WYOMING,2021-2022,36121,2
2021-12-25,CHENANGO,2021-2022,36017,3
2021-12-25,BROOME,2021-2022,36007,27
2021-12-25,JEFFERSON,2021-2022,36045,36
2021-12-25,ORLEANS,2021-2022,36073,5
2021-12-25,PUTNAM,2021-2022,36079,21
2021-12-25,RENSSELAER,2021-2022,36083,14
2021-12-25,GENESEE,2021-2022,36037,9
2021-12-25,HERKIMER,2021-2022,36043,5
2021-12-25,ERIE,2021-2022,36029,64
2021-12-25,SCHENECTADY,2021-2022,36093,5
2021-12-25,KINGS,2021-2022,36047,1685
2021-12-25,ONEIDA,2021-2022,36065,77
2021-12-25,FRANKLIN,2021-2022,36033,2
2021-12-25,YATES,2021-2022,36123,2
2021-12-25,DELAWARE,2021-2022,36025,6
2021-12-25,SUFFOLK,2021-2022,36103,447
2021-12-25,ONONDAGA,2021-2022,36067,52
2021-12-25,WASHINGTON,2021-2022,36115,7
2021-12-25,ALBANY,2021-2022,36001,18
2021-12-25,ROCKLAND,2021-2022,36087,620
2021-12-25,CHAUTAUQUA,2021-2022,36013,3
2021-12-25,ESSEX,2021-2022,36031,12
2021-12-25,MONTGOMERY,2021-2022,36057,2
2021-12-25,ULSTER,2021-2022,36111,10
2021-12-25,CHEMUNG,2021-2022,36015,4
2021-12-25,MONROE,2021-2022,36055,155
2021-12-25,OSWEGO,2021-2022,36075,14
2021-12-25,FULTON,2021-2022,36035,1
2021-12-25,CATTARAUGUS,2021-2022,36009,5
2021-12-25,TOMPKINS,2021-2022,36109,5
2021-12-25,DUTCHESS,2021-2022,36027,101
2021-12-25,SCHOHARIE,2021-2022,36095,5
2021-12-25,WARREN,2021-2022,36113,16
2021-12-25,CAYUGA,2021-2022,36011,1
2021-12-25,SCHUYLER,2021-2022,36097,0
2021-12-25,STEUBEN,2021-2022,36101,5
2021-12-25,CLINTON,2021-2022,36019,7
2021-12-25,SULLIVAN,2021-2022,36105,34
2021-12-25,SARATOGA,2021-2022,36091,4
2021-12-25,ALLEGANY,2021-2022,36003,5
2021-12-25,RICHMOND,2021-2022,36085,161
2021-12-25,NASSAU,2021-2022,36059,495
2022-01-01,KINGS,2021-2022,36047,1353
2022-01-01,ONTARIO,2021-2022,36069,25
2022-01-01,LIVINGSTON,2021-2022,36051,13
2022-01-01,RICHMOND,2021-2022,36085,150
2022-01-01,JEFFERSON,2021-2022,36045,47
2022-01-01,ONONDAGA,2021-2022,36067,182
2022-01-01,ROCKLAND,2021-2022,36087,776
2022-01-01,WASHINGTON,2021-2022,36115,13
2022-01-01,QUEENS,2021-2022,36081,444
2022-01-01,LEWIS,2021-2022,36049,12
2022-01-01,HERKIMER,2021-2022,36043,34
2022-01-01,WYOMING,2021-2022,36121,2
2022-01-01,BROOME,2021-2022,36007,3
2022-01-01,ALLEGANY,2021-2022,36003,7
2022-01-01,ONEIDA,2021-2022,36065,85
2022-01-01,COLUMBIA,2021-2022,36021,3
2022-01-01,HAMILTON,2021-2022,36041,0
2022-01-01,CLINTON,2021-2022,36019,23
2022-01-01,GREENE,2021-2022,36039,1
2022-01-01,BRONX,2021-2022,36005,180
2022-01-01,CAYUGA,2021-2022,36011,12
2022-01-01,SCHOHARIE,2021-2022,36095,3
2022-01-01,SUFFOLK,2021-2022,36103,221
2022-01-01,CORTLAND,2021-2022,36023,3
2022-01-01,CATTARAUGUS,2021-2022,36009,12
2022-01-01,SCHUYLER,2021-2022,36097,1
2022-01-01,SCHENECTADY,2021-2022,36093,14
2022-01-01,SARATOGA,2021-2022,36091,16
2022-01-01,GENESEE,2021-2022,36037,12
2022-01-01,NASSAU,2021-2022,36059,276
2022-01-01,ULSTER,2021-2022,36111,7
2022-01-01,ALBANY,2021-2022,36001,36
2022-01-01,RENSSELAER,2021-2022,36083,2
2022-01-01,STEUBEN,2021-2022,36101,11
2022-01-01,ERIE,2021-2022,36029,68
2022-01-01,YATES,2021-2022,36123,0
2022-01-01,FULTON,2021-2022,36035,2
2022-01-01,DELAWARE,2021-2022,36025,56
2022-01-01,MONROE,2021-2022,36055,119
2022-01-01,ORLEANS,2021-2022,36073,3
2022-01-01,WARREN,2021-2022,36113,15
2022-01-01,DUTCHESS,2021-2022,36027,52
2022-01-01,PUTNAM,2021-2022,36079,29
2022-01-01,SENECA,2021-2022,36099,12
2022-01-01,TIOGA,2021-2022,36107,3
2022-01-01,OTSEGO,2021-2022,36077,8
2022-01-01,CHEMUNG,2021-2022,36015,10
2022-01-01,TOMPKINS,2021-2022,36109,4
2022-01-01,FRANKLIN,2021-2022,36033,1
2022-01-01,MONTGOMERY,2021-2022,36057,5
2022-01-01,ORANGE,2021-2022,36071,261
2022-01-01,CHAUTAUQUA,2021-2022,36013,19
2022-01-01,NEW YORK,2021-2022,36061,100
2022-01-01,SULLIVAN,2021-2022,36105,44
2022-01-01,WESTCHESTER,2021-2022,36119,130
2022-01-01,CHENANGO,2021-2022,36017,0
2022-01-01,NIAGARA,2021-2022,36063,0
2022-01-01,ESSEX,2021-2022,36031,20
2022-01-01,MADISON,2021-2022,36053,16
2022-01-01,ST LAWRENCE,2021-2022,36089,82
2022-01-01,WAYNE,2021-2022,36117,16
2022-01-01,OSWEGO,2021-2022,36075,22
2022-01-08,ONONDAGA,2021-2022,36067,76
2022-01-08,ULSTER,2021-2022,36111,4
2022-01-08,WYOMING,2021-2022,36121,2
2022-01-08,BROOME,2021-2022,36007,37
2022-01-08,JEFFERSON,2021-2022,36045,33
2022-01-08,MONTGOMERY,2021-2022,36057,4
2022-01-08,CHAUTAUQUA,2021-2022,36013,18
2022-01-08,ALBANY,2021-2022,36001,14
2022-01-08,WASHINGTON,2021-2022,36115,16
2022-01-08,CATTARAUGUS,2021-2022,36009,4
2022-01-08,SCHUYLER,2021-2022,36097,1
2022-01-08,NEW YORK,2021-2022,36061,69
2022-01-08,QUEENS,2021-2022,36081,285
2022-01-08,OTSEGO,2021-2022,36077,2
2022-01-08,LEWIS,2021-2022,36049,7
2022-01-08,SULLIVAN,2021-2022,36105,18
2022-01-08,WESTCHESTER,2021-2022,36119,91
2022-01-08,ST LAWRENCE,2021-2022,36089,82
2022-01-08,BRONX,2021-2022,36005,97
2022-01-08,SCHOHARIE,2021-2022,36095,3
2022-01-08,DUTCHESS,2021-2022,36027,40
2022-01-08,SARATOGA,2021-2022,36091,31
2022-01-08,NASSAU,2021-2022,36059,179
2022-01-08,CLINTON,2021-2022,36019,11
2022-01-08,RENSSELAER,2021-2022,36083,19
2022-01-08,KINGS,2021-2022,36047,754
2022-01-08,ERIE,2021-2022,36029,30
2022-01-08,DELAWARE,2021-2022,36025,16
2022-01-08,YATES,2021-2022,36123,5
2022-01-08,ESSEX,2021-2022,36031,11
2022-01-08,LIVINGSTON,2021-2022,36051,5
2022-01-08,SUFFOLK,2021-2022,36103,131
2022-01-08,PUTNAM,2021-2022,36079,74
2022-01-08,NIAGARA,2021-2022,36063,22
2022-01-08,MONROE,2021-2022,36055,139
2022-01-08,ALLEGANY,2021-2022,36003,4
2022-01-08,MADISON,2021-2022,36053,16
2022-01-08,HAMILTON,2021-2022,36041,2
2022-01-08,RICHMOND,2021-2022,36085,53
2022-01-08,FULTON,2021-2022,36035,5
2022-01-08,STEUBEN,2021-2022,36101,6
2022-01-08,WARREN,2021-2022,36113,9
2022-01-08,CAYUGA,2021-2022,36011,4
2022-01-08,COLUMBIA,2021-2022,36021,3
2022-01-08,GENESEE,2021-2022,36037,10
2022-01-08,ORANGE,2021-2022,36071,123
2022-01-08,ONTARIO,2021-2022,36069,20
2022-01-08,ORLEANS,2021-2022,36073,2
2022-01-08,WAYNE,2021-2022,36117,4
2022-01-08,CORTLAND,2021-2022,36023,8
2022-01-08,HERKIMER,2021-2022,36043,11
2022-01-08,TOMPKINS,2021-2022,36109,1
2022-01-08,CHENANGO,2021-2022,36017,0
2022-01-08,OSWEGO,2021-2022,36075,0
2022-01-08,ROCKLAND,2021-2022,36087,1599
2022-01-08,TIOGA,2021-2022,36107,41
2022-01-08,SCHENECTADY,2021-2022,36093,19
2022-01-08,ONEIDA,2021-2022,36065,78
2022-01-08,FRANKLIN,2021-2022,36033,22
2022-01-08,SENECA,2021-2022,36099,3
2022-01-08,CHEMUNG,2021-2022,36015,6
2022-01-08,GREENE,2021-2022,36039,1
2022-01-15,ORANGE,2021-2022,36071,84
2022-01-15,COLUMBIA,2021-2022,36021,1
2022-01-15,WESTCHESTER,2021-2022,36119,103
2022-01-15,BRONX,2021-2022,36005,46
2022-01-15,SULLIVAN,2021-2022,36105,7
2022-01-15,DELAWARE,2021-2022,36025,7
2022-01-15,OTSEGO,2021-2022,36077,10
2022-01-15,GREENE,2021-2022,36039,3
2022-01-15,TOMPKINS,2021-2022,36109,2
2022-01-15,WAYNE,2021-2022,36117,11
2022-01-15,DUTCHESS,2021-2022,36027,29
2022-01-15,HAMILTON,2021-2022,36041,0
2022-01-15,TIOGA,2021-2022,36107,26
2022-01-15,CATTARAUGUS,2021-2022,36009,8
2022-01-15,SARATOGA,2021-2022,36091,12
2022-01-15,OSWEGO,2021-2022,36075,18
2022-01-15,ALLEGANY,2021-2022,36003,7
2022-01-15,ULSTER,2021-2022,36111,4
2022-01-15,FRANKLIN,2021-2022,36033,10
2022-01-15,JEFFERSON,2021-2022,36045,57
2022-01-15,ROCKLAND,2021-2022,36087,227
2022-01-15,BROOME,2021-2022,36007,28
2022-01-15,WYOMING,2021-2022,36121,4
2022-01-15,HERKIMER,2021-2022,36043,14
2022-01-15,ORLEANS,2021-2022,36073,5
2022-01-15,CORTLAND,2021-2022,36023,6
2022-01-15,ONONDAGA,2021-2022,36067,23
2022-01-15,SCHUYLER,2021-2022,36097,2
2022-01-15,PUTNAM,2021-2022,36079,15
2022-01-15,ERIE,2021-2022,36029,12
2022-01-15,FULTON,2021-2022,36035,0
2022-01-15,KINGS,2021-2022,36047,311
2022-01-15,ESSEX,2021-2022,36031,13
2022-01-15,CAYUGA,2021-2022,36011,4
2022-01-15,CLINTON,2021-2022,36019,14
2022-01-15,GENESEE,2021-2022,36037,6
2022-01-15,ONTARIO,2021-2022,36069,5
2022-01-15,ALBANY,2021-2022,36001,7
2022-01-15,SCHENECTADY,2021-2022,36093,7
2022-01-15,NEW YORK,2021-2022,36061,37
2022-01-15,SUFFOLK,2021-2022,36103,290
2022-01-15,CHEMUNG,2021-2022,36015,19
2022-01-15,CHAUTAUQUA,2021-2022,36013,13
2022-01-15,LIVINGSTON,2021-2022,36051,2
2022-01-15,MADISON,2021-2022,36053,4
2022-01-15,CHENANGO,2021-2022,36017,2
2022-01-15,RICHMOND,2021-2022,36085,38
2022-01-15,RENSSELAER,2021-2022,36083,5
2022-01-15,SENECA,2021-2022,36099,5
2022-01-15,NASSAU,2021-2022,36059,387
2022-01-15,MONROE,2021-2022,36055,88
2022-01-15,YATES,2021-2022,36123,7
2022-01-15,SCHOHARIE,2021-2022,36095,1
2022-01-15,QUEENS,2021-2022,36081,149
2022-01-15,STEUBEN,2021-2022,36101,8
2022-01-15,ONEIDA,2021-2022,36065,34
2022-01-15,LEWIS,2021-2022,36049,12
2022-01-15,WASHINGTON,2021-2022,36115,4
2022-01-15,NIAGARA,2021-2022,36063,11
2022-01-15,ST LAWRENCE,2021-2022,36089,73
2022-01-15,WARREN,2021-2022,36113,10
2022-01-15,MONTGOMERY,2021-2022,36057,1
2022-01-22,CHENANGO,2021-2022,36017,7
2022-01-22,YATES,2021-2022,36123,4
2022-01-22,TOMPKINS,2021-2022,36109,3
2022-01-22,WAYNE,2021-2022,36117,0
2022-01-22,SCHENECTADY,2021-2022,36093,3
2022-01-22,NIAGARA,2021-2022,36063,5
2022-01-22,HAMILTON,2021-2022,36041,0
2022-01-22,GREENE,2021-2022,36039,1
2022-01-22,LIVINGSTON,2021-2022,36051,3
2022-01-22,COLUMBIA,2021-2022,36021,0
2022-01-22,ONTARIO,2021-2022,36069,6
2022-01-22,RICHMOND,2021-2022,36085,16
2022-01-22,NEW YORK,2021-2022,36061,23
2022-01-22,QUEENS,2021-2022,36081,130
2022-01-22,HERKIMER,2021-2022,36043,9
2022-01-22,ROCKLAND,2021-2022,36087,121
2022-01-22,WASHINGTON,2021-2022,36115,4
2022-01-22,ALLEGANY,2021-2022,36003,0
2022-01-22,JEFFERSON,2021-2022,36045,21
2022-01-22,TIOGA,2021-2022,36107,6
2022-01-22,MADISON,2021-2022,36053,1
2022-01-22,FULTON,2021-2022,36035,1
2022-01-22,GENESEE,2021-2022,36037,1
2022-01-22,DELAWARE,2021-2022,36025,12
2022-01-22,OTSEGO,2021-2022,36077,5
2022-01-22,WESTCHESTER,2021-2022,36119,64
2022-01-22,ST LAWRENCE,2021-2022,36089,31
2022-01-22,STEUBEN,2021-2022,36101,4
2022-01-22,SCHOHARIE,2021-2022,36095,1
2022-01-22,DUTCHESS,2021-2022,36027,18
2022-01-22,ALBANY,2021-2022,36001,4
2022-01-22,SARATOGA,2021-2022,36091,5
2022-01-22,NASSAU,2021-2022,36059,324
2022-01-22,CHAUTAUQUA,2021-2022,36013,3
2022-01-22,RENSSELAER,2021-2022,36083,1
2022-01-22,ERIE,2021-2022,36029,4
2022-01-22,CATTARAUGUS,2021-2022,36009,4
2022-01-22,ORANGE,2021-2022,36071,44
2022-01-22,SENECA,2021-2022,36099,4
2022-01-22,SUFFOLK,2021-2022,36103,84
2022-01-22,ULSTER,2021-2022,36111,4
2022-01-22,MONTGOMERY,2021-2022,36057,3
2022-01-22,ESSEX,2021-2022,36031,1
2022-01-22,OSWEGO,2021-2022,36075,3
2022-01-22,CHEMUNG,2021-2022,36015,6
2022-01-22,FRANKLIN,2021-2022,36033,5
2022-01-22,SULLIVAN,2021-2022,36105,6
2022-01-22,ORLEANS,2021-2022,36073,0
2022-01-22,MONROE,2021-2022,36055,21
2022-01-22,PUTNAM,2021-2022,36079,11
2022-01-22,BROOME,2021-2022,36007,13
2022-01-22,WARREN,2021-2022,36113,10
2022-01-22,CAYUGA,2021-2022,36011,1
2022-01-22,SCHUYLER,2021-2022,36097,3
2022-01-22,WYOMING,2021-2022,36121,2
2022-01-22,CORTLAND,2021-2022,36023,2
2022-01-22,LEWIS,2021-2022,36049,9
2022-01-22,BRONX,2021-2022,36005,43
2022-01-22,ONONDAGA,2021-2022,36067,7
2022-01-22,KINGS,2021-2022,36047,154
2022-01-22,CLINTON,2021-2022,36019,8
2022-01-22,ONEIDA,2021-2022,36065,33
2022-01-29,WAYNE,2021-2022,36117,12
2022-01-29,MADISON,2021-2022,36053,7
2022-01-29,ORANGE,2021-2022,36071,18
2022-01-29,KINGS,2021-2022,36047,178
2022-01-29,STEUBEN,2021-2022,36101,3
2022-01-29,NIAGARA,2021-2022,36063,2
2022-01-29,ST LAWRENCE,2021-2022,36089,18
2022-01-29,TOMPKINS,2021-2022,36109,0
2022-01-29,SCHENECTADY,2021-2022,36093,6
2022-01-29,ONEIDA,2021-2022,36065,39
2022-01-29,TIOGA,2021-2022,36107,9
2022-01-29,CHENANGO,2021-2022,36017,7
2022-01-29,WESTCHESTER,2021-2022,36119,23
2022-01-29,GREENE,2021-2022,36039,0
2022-01-29,LIVINGSTON,2021-2022,36051,0
2022-01-29,COLUMBIA,2021-2022,36021,0
2022-01-29,ONTARIO,2021-2022,36069,0
2022-01-29,HAMILTON,2021-2022,36041,0
2022-01-29,ONONDAGA,2021-2022,36067,4
2022-01-29,QUEENS,2021-2022,36081,90
2022-01-29,RICHMOND,2021-2022,36085,19
2022-01-29,HERKIMER,2021-2022,36043,9
2022-01-29,DELAWARE,2021-2022,36025,9
2022-01-29,CORTLAND,2021-2022,36023,1
2022-01-29,LEWIS,2021-2022,36049,5
2022-01-29,GENESEE,2021-2022,36037,1
2022-01-29,NEW YORK,2021-2022,36061,26
2022-01-29,RENSSELAER,2021-2022,36083,0
2022-01-29,ERIE,2021-2022,36029,9
2022-01-29,BROOME,2021-2022,36007,18
2022-01-29,SENECA,2021-2022,36099,2
2022-01-29,BRONX,2021-2022,36005,34
2022-01-29,CATTARAUGUS,2021-2022,36009,1
2022-01-29,SUFFOLK,2021-2022,36103,77
2022-01-29,MONTGOMERY,2021-2022,36057,3
2022-01-29,ULSTER,2021-2022,36111,0
2022-01-29,ESSEX,2021-2022,36031,7
2022-01-29,NASSAU,2021-2022,36059,157
2022-01-29,SCHUYLER,2021-2022,36097,0
2022-01-29,YATES,2021-2022,36123,2
2022-01-29,SARATOGA,2021-2022,36091,4
2022-01-29,OSWEGO,2021-2022,36075,1
2022-01-29,CHEMUNG,2021-2022,36015,6
2022-01-29,ALBANY,2021-2022,36001,5
2022-01-29,FRANKLIN,2021-2022,36033,4
2022-01-29,SULLIVAN,2021-2022,36105,5
2022-01-29,ORLEANS,2021-2022,36073,0
2022-01-29,CLINTON,2021-2022,36019,11
2022-01-29,MONROE,2021-2022,36055,7
2022-01-29,FULTON,2021-2022,36035,0
2022-01-29,PUTNAM,2021-2022,36079,12
2022-01-29,WARREN,2021-2022,36113,8
2022-01-29,CAYUGA,2021-2022,36011,0
2022-01-29,DUTCHESS,2021-2022,36027,10
2022-01-29,SCHOHARIE,2021-2022,36095,0
2022-01-29,OTSEGO,2021-2022,36077,3
2022-01-29,CHAUTAUQUA,2021-2022,36013,2
2022-01-29,WASHINGTON,2021-2022,36115,2
2022-01-29,ROCKLAND,2021-2022,36087,76
2022-01-29,ALLEGANY,2021-2022,36003,3
2022-01-29,JEFFERSON,2021-2022,36045,16
2022-01-29,WYOMING,2021-2022,36121,0
2022-02-05,TIOGA,2021-2022,36107,2
2022-02-05,DUTCHESS,2021-2022,36027,9
2022-02-05,PUTNAM,2021-2022,36079,4
2022-02-05,ONEIDA,2021-2022,36065,18
2022-02-05,BRONX,2021-2022,36005,82
2022-02-05,WARREN,2021-2022,36113,3
2022-02-05,SCHENECTADY,2021-2022,36093,2
2022-02-05,CHAUTAUQUA,2021-2022,36013,0
2022-02-05,ST LAWRENCE,2021-2022,36089,11
2022-02-05,ROCKLAND,2021-2022,36087,48
2022-02-05,FULTON,2021-2022,36035,0
2022-02-05,MONROE,2021-2022,36055,119
2022-02-05,ERIE,2021-2022,36029,5
2022-02-05,QUEENS,2021-2022,36081,71
2022-02-05,ALLEGANY,2021-2022,36003,2
2022-02-05,ORLEANS,2021-2022,36073,3
2022-02-05,HAMILTON,2021-2022,36041,0
2022-02-05,JEFFERSON,2021-2022,36045,16
2022-02-05,CAYUGA,2021-2022,36011,0
2022-02-05,GREENE,2021-2022,36039,1
2022-02-05,SULLIVAN,2021-2022,36105,4
2022-02-05,LIVINGSTON,2021-2022,36051,3
2022-02-05,NIAGARA,2021-2022,36063,2
2022-02-05,WAYNE,2021-2022,36117,20
2022-02-05,ALBANY,2021-2022,36001,2
2022-02-05,STEUBEN,2021-2022,36101,4
2022-02-05,WYOMING,2021-2022,36121,0
2022-02-05,KINGS,2021-2022,36047,128
2022-02-05,CLINTON,2021-2022,36019,8
2022-02-05,ORANGE,2021-2022,36071,36
2022-02-05,MADISON,2021-2022,36053,2
2022-02-05,CORTLAND,2021-2022,36023,1
2022-02-05,CATTARAUGUS,2021-2022,36009,0
2022-02-05,SUFFOLK,2021-2022,36103,70
2022-02-05,ONTARIO,2021-2022,36069,13
2022-02-05,GENESEE,2021-2022,36037,0
2022-02-05,LEWIS,2021-2022,36049,13
2022-02-05,SCHOHARIE,2021-2022,36095,0
2022-02-05,COLUMBIA,2021-2022,36021,0
2022-02-05,WESTCHESTER,2021-2022,36119,35
2022-02-05,TOMPKINS,2021-2022,36109,1
2022-02-05,FRANKLIN,2021-2022,36033,14
2022-02-05,NEW YORK,2021-2022,36061,75
2022-02-05,SARATOGA,2021-2022,36091,3
2022-02-05,SCHUYLER,2021-2022,36097,0
2022-02-05,NASSAU,2021-2022,36059,136
2022-02-05,RICHMOND,2021-2022,36085,17
2022-02-05,ULSTER,2021-2022,36111,2
